Id,Domain,Group Title,KDB_Titel,Description_NL,Comments for Operators NL
873,Payment Means RCB,Rekening: Reporting,Kopie rekeningafschrift of overzichtstaat afgesloten rekening,"
 
Periode  
Mogelijk voor alle verrichtingen huidig kalenderjaar + 10 vorige kalenderjaren.

Aanvraag  
Door de houder, medehouder of volmachthouder van de rekening via hoofdzetel (telefoonnummer staat op de achterkant van de bankkaart) of het agentschap.

Aanvraagprocedure

Aanvragen overzichtstaat/duplicaat  voor geannuleerde rekeningen enkel via Info Supply :
 
(! uitzondering : indien de klant nog toegang heeft tot BDN kan hij wel nog de historiek bekijken van een geschrapte rekening om vervolgens verrichtingen te downloaden en af te drukken voor zover dat de rekening tijdens de gevraagde periode op BDN-only stond, maximum 15 maanden terug)
 
U kan een overzichtstaat zelf aanvragen via Foxe< Commercieel<attesten/aanvragen info supply<creatie dossier. U kiest nadien voor kopieën< rek. afschrift/overzicht<overzicht rekening 

Bedrag kosten beschikbaar op actieve rekening?
Voer de actieve rekening voor betaling kosten in via het dossier gecreeërd in  Info Supply.
Bedrag kosten niet beschikbaar?
Aanvrager kan, indien duidelijk is wat de kost is van het gevraagde, het bedrag overschrijven op rekening BE62 0522 8271 5161 met vermelding van het rekeningnummer waarvoor de aanvraag wordt gedaan.

Indien de aanvrager niet vooraf betaalt, of er is geen zekerheid over het te betalen bedrag, zal de dienst betalingsverkeer een brief sturen met hierin vermeld het te betalen bedrag.

Overzichten van een afgesloten rekening n.a.v. een overlijden

Indien aangevraagd door de erfgenamen:   
- overzichten van datum vóór overlijden via mail naar : 
de juridische dienst (zie contacts)
- overzichten van datum na overlijden via mail naar : 
de dienst nalatenschappen (zie contacts)

Tarifering zichtrekening

Rekeningafschrift:
 
duplicaat van uittreksel :
voor alle privé-rekeningen: 10 € per uittreksel
voor Business-rekeningen: 8.27 € + 21 % BTW per uittreksel
Overzichtstaat:

voor privé-rekeningen: 10 € per maand met een maximum van 150 €
voor business-rekeningen bedraagt de kost 8.27 € + 21 % BTW per maand met een maximum van 124.05 € + 21 % BTW

Tarifering spaarrekening, termijnrekening, pensioenspaarrekening

Rekeningafschrift: 10 € per uittreksel.

Overzichtstaat: 10 € per kalenderjaar.


Levering
De dienst betalingsverkeer controleert de betaling van de gevraagde kost en stuurt de gevraagde documenten via post of e-mail.
 
Link KDB Tarifering 2016 :Kostprijs kopie afschrift/overzichtstaat -Verhoging vanaf 2016","
Geen toegang tot creatie Info Supply 
Bedrag kosten beschikbaar op actieve rekening? 
 
Stuur een mail naar dienst betalingsverkeer (zie contacts) met vermelding van volgende gegevens : naam en adres van de aanvrager + afgesloten rekeningnummer + de gevraagde kopies + actieve rekening voor betaling kosten + bedrag.
​"
874,Payment Means RCB,Rekening: Reporting,Rekeningafschriften opvragen zonder bankkaart,"

Situatie

1. De klant heeft geen bankkaart (geen toegang tot SSB en geen BDN).

2. De rekening heeft een periodiciteit voor de verzending van de uiitreksels van meer dan 29 dagen, de afschriften worden daardoor steeds per post verstuurd aan het geldende tarief van een postzegel.

Controle periodiciteit:
Foxe>Rekeningen>Opzoeken rekening>Rekeningen>Reporting>Consulteren verzendingsparameters.

Aanvraag van de uitreksels0800-12053:

Om de verzendingskosten te vermijden, kan de klant bellen naar het gratis nummer 0800 12053, de rekeninguittreksels worden dan gratis verzonden.

Opgelet! Dit nummer dient elke maand gebeld te worden, zoniet opnieuw verzending van de uittreksels volgens de voorziene periodiciteit en aan het geldende tarief van 1 postzegel.

 ","
 
Opportuniteit

Om rekeninguittreksels zelf af te halen aan de SSB, of te beheren via BDN, kan de klant een gratis debetkaart aanvragen.

Indien klant akkoord gaat:debetkaart aanvragen op bestaande rekening (zie procedure via link).
​"
875,Payment Means RCB,Rekening: Reporting,Verzending en periodiciteit rekeningafschriften wijzigen,"
 
Klant kan verzendingskosten vermijden door 
de afschriften te printen aan onze Self-Service Banking automaten 
te kiezen voor de optie om de rekening(en) enkel online te beheren via Belfius Direct Net (indien TopX of interesse klant, zie link KDB:BDN:Afschriften enkel ontvangen via Belfius Direct Net (BDN only)).
 
Klant kan een afschrift via de post ontvangen omdathet maximum van 30 verrichtingen is bereikt. Kostprijs: de portkosten.de periodiciteit is verstreken. Kostprijs: de portokosten.De  standaardtermijn voor zichtrekening is 30 dagen, voor spaarrekening 60 dagen.Het maximum is 400 dagen.Deze termijn begint te lopen op de dag dat er een nieuw bericht klaar staat om afgedrukt te worden. Indien de periodiciteitswaarde kleiner is dan de standaardperiodiciteitswaarde worden er altijd portkosten aangerekend.een dringend bericht (annulatie verrichting, weigering van een order…..) een vervroegde afdruk vereist. Kostprijs: de portkosten.wanneer bij de dagafsluiting blijkt dat de klant die dag geen afdruk aan de SSB-automaten of agentschapsprinter heeft verkregen wegens een technisch probleem.  Dit exemplaar is gratis.
De rekeningafschriften worden verstuurd naar het verzendingsadres van de rekening.
Indien een afschrift gratis is, staat de melding “gratis” op de adrespagina.

Procedure wijzigen periodiciteitVia BDN kan de klant zelf de periodiciteit wijzigen: Link KDB:BDN : Keuze afdrukformaat en frequentie afschriften in Belfius Direct Net                              
Via Foxe:
          1. Foxe>Rekeningen>Reporting
          2. Modaliteiten rekening afschriften
          3. Wijzigen
          4. Periodiciteit invullen. Max. 400 (begint vanaf 1e verrichting)
          5. Bewaren
 
Procedure wijzigen kanaal = OnlineVia BDN:
Link KDB:BDN: Afschriften enkel ontvangen via Belfius Direct Net (BDN Only)
Link KDB:BDN: Aanduiden in Belfius Direct Net om de afschriften opnieuw op papier te ontvangen via Belfius Direct NetVia Foxe>Rekeningen>Reporting>Wijzigen>kanaal selecteren

Procedure wijzigen adres naar CI adres
= ter beschikking houden van uittreksels in kantoor.  (Kostprijs zie Link Tarieven)   
Via Foxe>Rekeningen>Specifiek beheren>Adressen>Adres contract>Toevoegen>Nieuw>Taal en rol invullen en bij organis. element: CI adres selecteren.
Nadien dient via Foxe>Rekeningen>Specifiek beheren>Adressen>Adres contract, het oude adres geschrapt te worden. Zoniet blijven er 2 verzendingsadressen staan op de rekening.

Procedure wijzigen CI adres naar ander adres
Via Foxe>Rekeningen>Specifiek beheren>Adressen>Adres contract>Toevoegen>Ofwel 'selecteren' wettelijk adres, ofwel 'nieuw' adres toevoegen.
Nadien dient via Foxe>Rekeningen>Specifiek beheren>Adressen>Adres contract, het CI adres geschrapt te worden.
 
Wanneer werd de periodiciteit gewijzigd? 

          1. Foxe>Rekeningen>Evenementen
          2. Rekening  
          3. Zoek de lijn ""wijziging briefwisseling"", tijdstip (datum + uur) staan in de laatste kolom.          
In het vak “detail evenement” is de “oude waarde”  en de “nieuwe waarde” van periodiciteit terug te vinden.
 Link InSite :Tarieven en rentevoeten geldig voor de privéklanten","
 
Wenst de klant de afschriften enkel via BDN te ontvangen, moet hij dat zelf wijzigen in zijn BDN. Belfius Contact mag dat in geen enkel geval doen via Foxe."
880,Payment Means RCB,Transactions: Cheques / Chèques,Bestellen cheques.,"
 
De klant kan eventueel zelf cheques bestellen via:
zijn agentschapComfort BankingBelfius Direct NetBelfius Direct Net Business
 
Procedure in Foxe.
Foxe>Betaalmiddelen>Documenten>Bestellen documenten>Cheques.
Aan te vullen:

rekeningnummer 
type cheque (cheque of kettingcheque)
type verzending
Leveringstermijn.
Minimum 3 BWD, maximum 10 BWD. 
 
 
 ","
   "
881,Payment Means RCB,Transactions: Cheques / Chèques,Cheque beschikbaar saldo onder voorbehoud," 
Cheques van andere financiële instellingen
 Ondanks dat ze op de rekening zijn geboekt, is het bedrag niet onmiddellijk beschikbaar. 
Het bedrag wordt maar pas beschikbaar nadat Belfius het definitief ontvangt van de corresponderende bank. Dit duurt minstens 1 week.
 
Alternatief: een overschrijving, het geld is dan onmiddellijk beschikbaar.
 
 
Procedure om de beschikbaarheid van de waarde van een cheque op te zoeken:
Foxe>Rekeningen>Opzoeken rekening (rekeningnummer inbrengen)>Rekeningen>Financieel beheer>Saldo en beschikbaar>COV. 
Vervaldag = bedrag is die dag beschikbaar vanaf 18u aan de SSB en de dag erna in het agentschap.
 
Cheques uitgegeven door Belfius Bank
Alle Belfius cheques worden ook ""onder voorbehoud""  geboekt. 
 
Link InSite :COV Crédit onder voorbehoud
 ","
 
Uitzondering voor bankcheques: er is een éénmalige schrapping COV mogelijk, maar enkel op verantwoordelijkheid agentschap.
Link InSite :Nationale cheque: éénmalige schrapping COV
 
 "
882,Payment Means RCB,Transactions: Cheques / Chèques,Circulaire cheque inning - verlies - diefstal,"
 
Inning
Een circulaire cheque is maximum drie maanden geldig. Als het bedrag niet binnen deze termijn is uitbetaald, keert het geld terug naar de opdrachtgever.
 
De inning is mogelijk via :
 
1. Storting op rekening begunstigde
aan SSB;door medewerker in Belfius agentschap;bij een andere financiële instelling.
 
2. Uitbetaling in cashenkel op basis van de identiteitskaart +aanwezigheid van de begunstigde.Een ""geschreven volmacht"" of een kopie van de identiteitskaart is niet voldoende.
 
Alternatief: rekeningnummer aan de opdrachtgever van de betaling geven. Dan ontvangt de begunstigde het bedrag rechtstreeks en gratis op de rekening.
 
 
Verlies - Diefstal
 
Belfius Bank is niet verantwoordelijk voor de verzending, noch voor de kosten inherent aan de inning van de cheque. Voor zover de begunstigde de cheque nog niet heeft ontvangen, kan hij ergens opduiken.
 
Het is niet mogelijk om een circulaire cheque te blokkeren of terug te roepen.Indien gevreesd wordt voor diefstal of fraude, moet de begunstigde klacht neerleggen bij de politie en contact opnemen met de opdrachtgever die de cheque heeft uitgegeven.
 
​",
923,Payment Means RCB,Transactions: Domiciliëring / Domiciliation ,Schuldenaar vraagt de Europese domiciliëring te wijzigen ,"
​
Mogelijke wijziging:
Enkel de annulatiedatum kan worden gewijzigdvoor Europese domiciliëringen waarvoor destijds een annulatiedatum in de toekomst werd ingevoerd.
Procedure:

Wijziging via Foxe>Betaalmiddelen>Europese domiciliëringen>Schuldenaar>Mandaten>Beheer
Selecteer het rekeningnummer schuldenaar
Klik op 'Zoeken'
Selecteer in het overzichtsscherm de gewenste europese domiciliëring met een datum in de toekomst
Klik op 'Wijzigen'
Als klant
- een nieuwe datum in de toekomst wil invoeren, voer dan een nieuwe annuleringsdatum in de toekomst in
- de datum in de toekomst wil verwijderen en dus de domiciliëring niet wil annuleren, zet dan de annuleringsdatum op blanco

Klik op 'Bewaren'.


Klik op 'Sluiten'.


 
Link InSite cvba: Wijzigen mandaat

Link InSite kantorennet: Wijzigen mandaat  
 ","
Veiligheidsvragen stellen voor 0800-lijn en Inbound!​"
924,Payment Means RCB,Transactions: Domiciliëring / Domiciliation,Europese domiciliëring : Annuleren,"

Procedure
Foxe>Betaalmiddelen>Europese domiciliëringen>Schuldenaar>Mandaten>BeheerSelecteer het rekeningnummerKlik op ""zoeken""Selecteer de te annuleren domiciliëringKik op annuleren
- onmiddellijke annulering = zonder inbreng van een annulatiedatum
- annuleren in de toekomst = vul een annuleringsdatum inKlik op ""bewaren""Antwoord ""ja"" op de vraag ""Bent u zeker?""

Opmerking: 
Bij een blokkering op de zichtrekening is het niet mogelijk om in het kantoor een Europese domiciliëring te consulteren of te annuleren. Stuur een mail hiervoor naar de backoffice Europese domiciliëringen (zie contacts)

Link InSite kantorennet & CVBA: Europese domiciliëring - Schuldenaar - Mandaten : Annuleren

Link KDB BDN: BDN:Domiciliëring consulteren of annuleren door de schuldenaar in Belfius Direct Net​​
 
 ","
Via Belfius Contact:
Indien klant belt: vragen aan de klant om zijn domiciliêring te schrappen. Hij kan ons enventueel terugbellen voor een restrictie op de mandaat bij betwisting.​"
926,Payment Means RCB,Transactions: Domiciliëring / Domiciliation,Schuldenaar vraagt terugbetaling Europese domiciliering binnen 8 weken na boeking = refund ,"

Procedure
Foxe>Betaalmiddelen>Europese domiciliëringen>Schuldenaar>Invorderingen>Beheer

Opgelet 
Refund enkel mogelijk bij B2C niet bij B2B (professionele schuldenaar)  
Refund aan te vragen ten vroegste na 10uur de dag zelf van boeking. 
 

Identificeer de klant en selecteer de betreffende zichtrekening


Kies betaalmiddelen



Europese domiciliëring > schuldenaar > invordering >beheer > zoeken



Selecteer de invordering die u wenst te annuleren



Klik op annuleren



Antwoord ""ja"" op de vraag of je akkoord bent om de invordering te annuleren




Klik op sluiten   
 
Eens aanvraag ingediend voor refund : niet meer mogelijk om deze te annuleren. 
De volgende bankwerkdag staat het geld terug op rekening van de klant
 
Link InSite kantorennet : Europese domiciliëring - terugbetaling van een invordering (Refund) 
Link InSite CVBA : Europese domiciliëring - terugbetaling van een invordering (Refund) 
 ","
​Men kan een refund uitvoeren tot 8 weken terug in het verleden voor een B2C.
Indien het over een refund gaat over de dag zelf of in de toekomst dient men een mail te sturen naar de bo domiciliëringen"
937,Payment Means RCB,Transactions: Domiciliëring / Domiciliation ,"Schuldenaar vraagt terugbetaling Europese domiciliering meer dan 8 weken na boeking, en tot 13 maanden (SEPA).","

1. Heeft de klant toestemming gegeven voor de creatie van een domiciliëring ?
Foxe>Contact>Betaalmiddelen>Europese domiciliëringen>Schuldenaar>Mandaten>Consultatie:
breng het rekeningnummer, de mandaatreferte of het identificatienummer van de schuldenaar in 
klik op ""zoeken""
   
2. Terugbetaling
Indien de klant geen toestemming gegeven heeft, is de domiciliëring ongeldig.
Men kan de fondsen terugvragen tot 13 maanden nadat de transactie werd uitgevoerd
Procedure:
via een invorderingsannulering - 'Unauthorised refund' via een geformatteerde mail die kan geopend worden in onderstaande link.

Link InSite CVBa: Annuleren invordering 
Link InSite kantorennet: Annuleren invordering 

 ",
951,Payment Means RCB,Transactions: Cash,Deviezen: consultatie wisselkoers of bestelling,"

Consultatie wisselkoersen

Foxe>Administratief>Koers en coupure-info deviezen, ...Websitewww.Belfius.be : Sparen en beleggen, Beurs- en wisselkoersen, munten.
 
Bestellen deviezenKlant kan deviezen bestellen via BDN of via het agentschap  , minstens 1 week op voorhand*.De koers wordt vastgelegd op het moment van de bestelling.Het geld gaat pas van de rekening op de dag dat klant de vreemde munten afhaalt in het agentschap.

Opgelet: agentschap Rogier heeft geen stock deviezen meer op voorraad.
 
link KDB: BDN: Bestelling van vreemde munten in Belfius Direct Net 
 
 ","
*Dienst transport heeft beslist om sommige kantoren slechts elke twee weken te voorzien van vreemde munten. Het kan daarom zijn dat er in bepaalde kantoren anders wordt gecommuniceerd dan hierboven.​"
956,Payment Means RCB,Transactions: Cash,Klacht (betwisting) storting cash biljetten via SSB,"

Procedure: 
Lees eerst de ""confidential comment"".
Betwisting storting = klacht registreren via telefoon (volg de link).
 
Bijkomende info:
Max. 200 biljetten via SSB.
 ","
  
Op bankwerkdagen (van 17u00 tot ongeveer 20u) gebeurt de dagelijkse verwerking van alle verrichtingen. Daarom zijn de in die korte periode geregistreerde verrichtingen niet onmiddellijk zichtbaar, maar een aantal uren later.
 
Tijdens die periode vragen wegeduld en registreren we geen klachten.
    "
958,Payment Means RCB,Transactions: Overschrijving SEPA / Virement SEPA,Storting / overschrijving op rekening 052 - BE23 0529 0064 6991,"

Oorzaak
Op de achterkant van rekeningafschriften staat  BE23 0529 0064 6991, het centraal rekeningnummer van Belfius. Soms geven klanten dit nummer voor een storting die zij verwachten.
 
 
OplossingIndien de naam (en adres) van de begunstigde werd vermeld, stort Belfius het geld door naar de correcte rekening van onze klant.Zonder identificatie begunstigde stuurt belfius het bedrag terug naar de opdrachtgever.
​",
959,Payment Means RCB,Transactions: Overschrijving SEPA / Virement SEPA,(Geweigerde) Betaling - storting - overschrijving op afgesloten / geliquideerde rekening,"
​
Indien de naam van de begunstigde werd vermeld, stort Belfius het bedrag door naar het correcte nummer (na controle eventueel openstaande schuld).
Zonder identificatie begunstigde, openstaande schuld of actieve rekening word het bedrag  teruggestuurd naar opdrachtgever.
 ",
960,Payment Means RCB,Transactions: Overschrijving SEPA / Virement SEPA,Transfer tussen eigen rekeningen (zicht - spaarrekening),"

Via telefoon inbound of 0800 mogen we in principe geen transfers tussen eigen rekeningen registreren. 
UitzonderingVoor VIP of Private klanten doen we dit wel.We helpen mensen in noodsituaties die geen alternatief hebben (geen BDN/BDM/Phone + onmogelijk om langs te gaan in agentschap. Bijvoorbeeld, personen met vakantie in buitenland die anders niet kunnen terugkeren naar huis.

Procedure
Direct Net of Phone voorstellen om deze situatie in de toekomst te vermijden (zie link hieronder).
Stel bij 0800 of inbound min. 4 veiligheidsvragen (extra aandacht wegens risico fraude).
Invoer via Foxe / Betaalmiddelen / Europese overschrijvingen /Transfer.
 
Standaardlimieten transfers
BDN: 500.000 EUR / verrichting
Phone: 25.000 EUR / verrichting
Comfort Banking: 25.000 EUR / verrichting
SSB: 12.000 EUR / dag & 36.000 EUR / week
 
Limieten wijzigen?
Enkel mogelijk voor BDN met template (zie link voor procedure).
Andere kanalen: via agentschap.
 
 
Link KDB:Aanvraag nieuw contract Belfius Direct Phone
 
Link KDB:Aanvraag nieuw contract Belfius Direct Net
 
Link KDB:Aanpassen limiet voor overschrijvingen in BDN
 
 ",
975,Payment Means RCB,Transactions: Overschrijving SEPA / Virement SEPA,Transfer tussen rekeningen - zichtrekening en budgetline.,"
​Rekening budgetline is 065-7xxxxxx-xx rekening.
De budgetlinekaart wordt automatisch en verplichtend toegekend.
Ze is te vergelijken met een Bancontact/Mister Cash-kaart + Maestro maar gekoppeld aan een kredietlijn (min. 1.250 EUR - max. 12.500 EUR).
Met budgetlinekaart : geldopvraging aan ATM, betalingen in winkels en in benzinestations, opvraging speciën via SSB of loket, overschrijvingen via SSB, BDN of loket, transfers tussen rekeningen via BDN of loket, raadpleging saldo via SSB, BDN, Phone Banking, loket
 ",
984,Payment Means RCB,Transactions: Overschrijving SEPA / Virement SEPA,Nieuwe overschrijving SEPA inbrengen in Foxe ,"

Procedure​
Foxe>Betaalmiddelen>Europese overschrijvingen>Gewone overschrijvingen
Onzichtbaar bedrag invullenRekeningnummer begunstigde invullenZichtbaar bedrag invullen (indien verschil met onzichtbaar bedrag, kan je niet verder)Mededeling: indien gestructureerd, verwijzen we naar Phone (optie 2-3). Via Comfort Banking registreren we enkel overschrijvingen met simpele mededeling.Uitvoeringsdatum staat klaar voor onmiddellijke uitvoering, kan tot max. 1 jaar in de toekomst.Bewaren

Opgelet bij overschrijvingen > 5.000 EUR
Om dubbele boekingen via andere kanalen te vermijden, worden overschrijvingen van > 5.000 EUR via Comfort Banking automatisch geblokkeerd. Daarom verwijzen we steeds naar een alternatief kanaal.

Uitzondering: VIP of Private klant.
EerstBDN / SSB (debetkaart) voorstellen om deze situatie in de toekomst te vermijden.Invoer van de overschrijving via Foxe (zie hierboven)ONMIDDELLIJK een mail sturen naar BO Overschrijvingen (zie contacts) om blokkering (statuut ""waiting"") te verwijderen.
 
Alternatieve kanalen
 
Standaardlimieten overschrijvingen (naar derden) 
​BDN tabblad Particulieren: 20.000 EUR / weekBDN tabblad Professioneel: 375.000 EUR / weekPhone: 2.500 EUR / verrichting & 12.000 EUR / weekComfort: 25.000 EUR / verrichting / weekSSB: 5.000 EUR / dag & 15.000 EUR / week   
Limieten wijzigen (enkel mogelijk voor BDN)≤ 100.000 EUR, als privé-rekening: doorschakelen naar collega Electronic Banking RCB.> 100.000 EUR of voor professionele rekening: de klant moet zich wenden tot zijn kantoor.
Link KDB : Limiet aanpassen voor overschrijving via BDN 
 ","
 
We mogen geen limieten voor overschrijvingen verhogen op professionele rekeningen in BDN ! ! !
Comfort Banking: enkel indien klant naast de phone banking ook  contract Comfort Banking ondertekend heeft en enkel die overschrijvingen die niet mogelijk zijn via de phone (o.a. overschrijving naar buitenland, mededeling die niet gestructureerd is..).​

"
987,Payment Means RCB,Transactions: Overschrijving SEPA / Virement SEPA,Dringende overschrijving,"
 
Wat is een dringende overschrijving?
een overschrijving waarbij de begunstigde bank dezelfde werkdag nog moet gecrediteerd wordeneen overschrijving naar de BTW, de RSZ, de Voorafbetalingen en de Bedrijfsvoorheffing uitgevoerd op de vervaldag
Indien geregistreerd voor 16u30 (invoer in BDN ten laatste om 16 uur), staat het geld dezelfde dag op de andere rekening in België (kan wel zijn na het sluiten van de dag: hangt af van bank tot bank)
Opgelet! 
Een dringende SEPA-betaling buiten België vertrekt de dag zelf bij Belfius en komt dezelfde dag bij de begunstigde bank toe maar de begunstige bank heeft tot 4 bankwerkdagen de tijd om het geld te crediteren (volgens de Sepa regelgeving)

Tarief:
6,05 EUR via agentschap/comfort banking voor Classic-  of Businessrekeninggratis via agentschap/comfort banking voor Blue-,Red-, Gold- of PlatinumrekeningBelfius Business Account: via loket, Belfius Direct Contact: 4,13€ (excl.BTW)                                       via Belfius Direct Net of Isabel: 2,48€ (excl.BTW)     -> semestriële tarifering
dringende elektronische ovs: classic: 3€ / white+start: 5€
 
Procedure in Foxe

Foxe>Betaalmiddelen>Europese overschrijvingen>Dringende overschrijvingen selecteren.

Link KDB: Dringende overschrijving met vervaldaggebonden rekening 
Belfius Direct Net

Link KDB: BDN: Dringende overschrijving in Belfius Direct Net

","
Agenten beweren dat er een procedure bestaat voor een dringende SEPA-betaling buiten België waar het geld op een zeer korte tijd op rekening begunstigde moet staan. Men spreekt hier van ""TARGET""     bv.aankoop van wagen in buitenland en verkoper wacht op het geld.
Deze procedure geldt enkel en alleen voor corporate bankers en account managers.​"
992,Payment Means RCB,Transactions: Overschrijving SEPA / Virement SEPA,Manuele overschrijving met niet-standaarddocument of fax.,"
 
Wanneer tarifering?​

Hangt af van het soort document dat verwerkt moet worden:
 
""Niet conforme"" papieren overschrijvingen die manueel door de zetel worden ingevoerdAanvraag overschrijving via fax die agent of zetel ontvangtStandaarddocumenten die niet kunnen gescand worden (ingevuld in het rood, fluo-aanduiding, nietjes, ... )

Hangt af van de soort rekening en het klantensegment:
 Classic en BlueBelfius Business-rekeningen

Voor Private- en Affluentklanten blijven deze verrichtingen gratis.
 
Wat is een standaarddocument ?

= het oranje standaardoverschrijvingsdocument ondersteund door Febelfin dat in principe door scanning kan verwerkt worden. 
 

Bedrag van tarifering?
 
€ 3,50
 
Faxconventies hebben geen impact op de tarifering.
 ",
994,Payment Means RCB,Transactions: Overschrijving SEPA / Virement SEPA,Betwisting aanrekening kosten dringende overschrijving,"

Welke overschrijvingen ?
Overschrijvingen naar: 

BTW
RSZ
Voorafbetalingen
Bedrijfsvoorheffing 
 
Waarom ?
Wanneer we merken dat de betaling naar deze instellingen voorzien is op vervaldag, crediteren we de begunstigde diezelfde werkdag om een boete voor de klant te vermijden. Daarvoor rekenen we kosten aan zoals andere dringende overschrijvingen.
 
Tarifering
Gratis voor Blue-, Red-, Gold-, en PlatinumrekeningenBetalend voor Classic ,White en start
Bedrag wijzigt naargelang de wijze van invoer:
papieren overschrijvingen ingevoerd door de zetel of het agentschap:5 EURelektronische overchrijvingen rechtstreeks door de klant ingevoerd: 3 EUR voor Classic, 5 EUR voor White en Start

Annulatie van deze dienstverlening

Indien de klant geen gebruik wenst te maken van het automatisch dringend maken op vervaldag dan dient hij dit in kantoor aan te vragen via het document 2032 : Foxe onder Administratief/Operationele documenten/Opzoeken documenten : 'Annulatie van automatische verwerking dringend op vervaldag'
 
Hoe betrokken overschrijving terugvinden?

Foxe>Financieel Beheer>Lijst verrichtingen
In de kolom ""dringend"" staat ""Y"" (Yes) ipv ""N"" (No) indien de overschrijving dringend werd uitgevoerd.

 ","
 
Hoe tarifering teruggestort krijgen?
Mail sturen naar dienst betalingsverkeer (zie contacts) met de gegevens van de klant en de vraag om de aangerekende kosten terug te storten.
Opgelet! Zo'n terugbetaling voor een dringende overschrijving gebeurt maar 1 maal.  Daarna geen terugbetaling meer voor deze reden. 
​"
997,Payment Means RCB,Transactions: Internationale doorlopende opdracht / Ordre permanent international ,Aanmaak nieuwe Europese doorlopende opdracht (SEPA).,"

Procedure:Foxe>Betaalmiddelen>Europese doorlopende opdrachten>CreërenSelecteer het opdrachtgevende rekeningnummer uit de combobox
Mogelijkheid om een ander rekeningnummer in te voeren door het wit vakje aan te klikken
Ga naar het vak 'Begunstigde' en breng het rekeningnummer van de begunstigde in

Voer de naam (verplicht) en het adres in (facultatief)

Ga naar het vak 'Bedrag' en breng een vast of variabel bedrag in

Breng een 'mededeling' in (facultatief)

Ga naar het vak 'Periodiciteit' en maak een selectie uit de combobox


Voer de begindatum in


Voer de einddatum in (facultatief)


Klik op 'OK'


Antwoord op de vraag 'akkoord voor de creatie van de Europese doorlopende opdracht ?'  
Ook mogelijk door klant invoer via automaten in agentschap (SSB),
Invoer via:  
BDN: Doorlopende opdracht aanmaken in het tabblad Particulieren
BM/BT: Doorlopende opdracht consulteren, aanmaken, wijzigen of schrappen
 
Link InSite kantorennet: https://intra.dexwired.net/sites/branch/nl/Pay/Betaalmiddelen/Out/Do/Paginas/SepaCreatie.aspx ",
1007,Payment Means RCB,Debetkaart: Aanvraag - tarifering / Carte de débit: Demande - tarification,Aanvragen nieuwe debetkaart op bestaande rekening -tarifering,"
 
Voor bepaalde rollen (bv. ondertekenaar of rekeningen met gezamelijke handtekening) wordt bestelling bankkaart geweigerd.

Eénzelfde persoon kan slechts één kaart hebben op dezelfde rekening.  Alternatief online: acces card.
Je kan maximum 6 zicht- en/of spaarrekeningen linken aan een debetkaart.
In de prijs van de rekening zijn 2 kaarten (verplicht op 2 verschillende namen) inbegrepen.  
Aanvraag in Foxe
Foxe>Betaalmiddelen>Kaarten>Debetkaarten
rekening zoeken + selecteren""nieuwe kaart"" aanduidenvoeg andere rekeningen toe indien nodigkijk de verzendingsadressen na""verzendingsadres kaart"" - hierin ander agentschap aanduiden indien de klant dit zelf vraagt (niet zelf voorstellen)""verzendingsadres pin"" steeds op pinsetting laten staanvalideren
 
Linken CVBA: Aanvraagprocedure Tarifering
Linken kantorennet:Aanvraagprocedure Tarifering
 ","
 
​"
